host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month,amenities_encoded
1,0,1.0,1,1.0,1,1,0,1,127.0,1,1,6.1,8.6,0,2.0,2,3.0,1.0,1125,1.3,1115.1,0,0,0,6,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,3,2.1,187
1,1,1.0,1,,1,1,0,1,249.0,1,1,14.0,22.0,0,1.0,2,2.0,2.0,45,5.8,1125.0,0,0,0,165,35.0,1,4.94,4.95,4.93,4.97,4.97,4.99,4.88,1,3.09,517
1,1,1.0,1,1.0,1,1,1,1,172.0,1,0,4.0,4.0,0,1.0,1,1.0,2.0,1125,2.1,1125.0,1,43,67,322,21.0,2,4.95,4.95,5.0,4.97,5.0,4.93,4.88,4,1.54,131
1,1,1.0,1,1.0,1,1,0,1,69.0,1,0,9.0,13.0,0,1.0,1,2.3,27.0,365,27.0,1125.0,1,60,90,112,1.0,0,4.82,4.88,4.94,4.91,4.93,4.8,4.71,5,4.67,396
0,1,0.0,0,,1,1,0,1,245.0,1,0,1.0,2.0,1,2.5,3,3.0,30.0,90,30.0,90.0,0,0,0,231,2.0,0,4.92,4.95,4.97,5.0,5.0,4.86,4.92,1,0.98,125
1,1,0.92,1,1.0,1,1,0,1,120.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,7,2.0,1125.0,1,29,50,131,30.0,4,4.97,4.97,4.99,4.92,4.97,4.95,4.88,1,3.83,140
0,0,1.0,0,1.0,1,1,0,1,352.0,1,1,3.0,23.0,1,1.0,2,3.0,30.0,65,30.0,182.4,1,59,89,325,0.0,0,4.94,5.0,5.0,5.0,4.78,4.94,4.94,3,0.47,246
1,1,1.0,1,1.0,1,1,0,1,127.0,1,1,3.0,4.0,0,1.0,2,2.0,3.0,180,4.6,1125.0,1,47,77,167,37.0,0,4.92,4.94,4.96,4.96,4.96,4.96,4.86,3,3.89,423
0,1,1.0,0,1.0,1,1,1,1,185.0,1,0,1.0,1.0,1,3.0,4,2.3,30.0,120,30.0,120.0,0,31,31,254,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,1,0.09,141
1,1,1.0,1,1.0,1,0,0,1,175.0,1,1,3.0,4.0,0,1.0,1,2.0,3.0,365,3.0,365.0,0,0,0,0,19.0,2,4.93,4.95,4.91,4.89,4.95,4.93,4.81,2,1.56,197
1,1,0.77,1,1.0,1,1,1,1,325.0,1,1,1.0,1.0,1,2.5,4,4.0,2.0,180,2.0,1125.0,0,17,17,125,8.0,2,4.97,4.95,4.92,4.97,4.97,5.0,4.92,1,1.01,5
0,0,1.0,1,1.0,1,1,0,1,198.4130841,1,1,1.0,2.0,1,2.1,3,2.6,1.0,3,1.0,1125.0,0,0,0,0,8.0,0,4.9,4.88,4.9,4.88,4.9,4.86,4.75,1,1.38,532
1,1,1.0,1,1.0,1,1,0,1,110.0,1,0,1.0,1.0,0,1.0,2,2.0,1.0,28,1.1,28.0,1,33,33,33,52.0,1,4.97,4.98,5.0,4.98,4.99,4.95,4.92,1,1.8,127
1,1,1.0,1,1.0,1,1,0,1,71.0,1,1,1.0,2.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,1,31,31,293,38.0,2,4.84,4.9,4.91,4.91,4.86,5.0,4.72,1,2.1,295
1,1,1.0,1,1.0,1,1,0,1,187.0,1,0,3.0,5.0,0,1.0,1,1.0,30.0,365,30.0,1125.0,1,60,90,328,5.0,0,5.0,5.0,4.93,4.93,5.0,4.93,4.64,1,0.39,217
1,1,1.0,1,,1,1,0,1,194.0,1,1,1.0,2.0,0,2.0,2,2.0,3.0,1125,3.0,1125.0,1,56,86,255,19.0,1,4.9,4.95,4.9,4.95,4.95,4.87,4.82,1,1.75,330
1,1,1.0,1,1.0,1,0,0,1,198.4130841,1,1,3.0,3.0,1,2.1,3,2.6,30.0,1125,30.0,1125.0,0,0,0,0,0.0,0,4.84,4.9,4.83,4.97,4.95,4.93,4.9,3,1.55,425
1,1,1.0,1,1.0,1,1,0,1,205.0,1,0,3.0,3.0,0,1.5,2,3.0,3.0,1125,3.0,1125.0,1,53,83,355,14.0,1,4.82,4.77,4.98,4.95,4.95,4.9,4.69,3,1.73,8
1,1,0.33,0,1.0,1,1,0,0,98.0,1,0,1.0,2.0,0,1.0,2,2.0,30.0,120,30.0,120.0,1,57,87,87,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.05,263
1,1,1.0,1,1.0,1,1,0,1,220.0,1,1,3.0,3.0,0,1.0,0,3.0,3.0,1125,3.0,1125.0,1,44,74,346,33.0,1,4.96,4.92,5.0,4.95,5.0,4.97,4.87,3,3.05,253
1,0,0.99,0,1.0,1,0,0,1,82.0,1,1,6.1,8.6,0,1.0,2,2.0,30.0,1125,30.0,1125.0,0,39,69,344,4.0,1,4.9,4.9,4.9,4.9,5.0,5.0,4.9,12,0.25,460
1,0,0.99,1,1.0,1,1,1,1,147.0,1,0,22.0,38.0,0,1.0,1,1.0,3.0,1125,5.4,1125.0,1,54,84,203,4.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.87,3,0.41,488
0,0,0.0,0,1.0,0,1,1,1,800.0,1,0,2.0,3.0,0,1.6,5,2.3,30.0,365,30.0,365.0,1,58,88,363,1.0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.75,1,0.14,374
1,0,0.99,0,1.0,1,0,1,1,107.0,1,1,6.1,8.6,1,1.6,4,2.3,30.0,1125,30.0,1125.0,0,0,0,101,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12,0.03,410
1,0,0.99,0,1.0,1,0,1,1,395.0,1,1,6.1,8.6,1,3.5,4,4.0,30.0,1125,30.0,1125.0,1,43,70,333,0.0,0,4.95,4.89,5.0,4.89,4.89,5.0,4.79,12,0.52,407
1,0,1.0,1,1.0,1,1,0,1,260.0,1,1,6.1,8.6,0,1.0,1,2.0,1.0,1125,2.9,62.5,1,56,83,358,8.0,0,4.92,4.92,4.96,4.9,4.77,4.81,4.81,3,0.78,419
0,0,0.5,0,1.0,1,0,0,1,175.0,1,1,1.0,1.0,0,1.0,1,2.3,30.0,365,30.0,1125.0,0,33,63,85,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.04,77
1,1,0.99,1,1.0,1,0,0,1,233.0,1,0,7.0,9.0,0,1.0,0,1.0,2.0,1125,2.0,1125.0,1,60,90,363,17.0,1,4.97,5.0,5.0,5.0,5.0,4.9,4.97,3,0.82,9
1,1,0.99,0,,1,1,1,1,135.0,1,1,7.0,9.0,0,1.0,2,3.0,30.0,1125,27.2,1125.0,0,36,66,341,1.0,0,4.84,4.83,4.93,4.97,4.92,4.84,4.67,1,2.56,538
1,0,1.0,1,1.0,1,1,0,1,245.0,1,1,6.1,8.6,0,1.0,1,1.0,1.0,1125,2.8,138.3,1,33,61,336,6.0,1,4.9,4.9,4.9,4.9,5.0,4.9,4.9,3,0.68,469
1,1,0.98,0,0.0,1,1,1,1,183.0,1,1,1.0,4.0,1,2.0,3,4.0,3.0,90,3.0,1125.0,1,31,31,124,18.0,2,4.94,4.94,4.91,4.91,4.89,4.88,4.82,1,2.26,380
1,1,1.0,1,1.0,1,0,0,1,206.0,1,0,1.0,1.0,1,2.0,2,3.0,2.0,1125,2.0,1125.0,0,31,48,224,39.0,3,5.0,5.0,5.0,4.98,5.0,4.98,4.94,1,3.58,549
1,1,0.99,1,1.0,1,0,0,1,233.0,1,0,7.0,9.0,0,1.0,1,1.0,2.0,730,2.0,730.0,1,53,83,355,26.0,0,5.0,5.0,4.98,5.0,5.0,4.94,4.84,3,1.46,75
1,1,1.0,1,0.0,1,1,0,1,198.4130841,1,1,1.0,1.0,0,2.1,2,2.6,3.0,31,3.0,1125.0,0,0,0,189,15.0,1,4.92,4.92,4.92,4.98,4.97,4.8,4.82,1,2.2,527
1,1,0.99,1,1.0,1,0,0,1,356.0,1,0,7.0,9.0,0,2.0,2,2.0,2.0,1125,2.0,1125.0,1,48,78,253,16.0,0,5.0,5.0,5.0,5.0,5.0,4.95,4.86,3,1.19,521
1,1,0.97,1,1.0,1,1,0,1,156.0,1,1,3.0,5.0,1,2.0,3,3.0,1.0,365,1.0,1125.0,1,36,64,326,39.0,3,4.84,4.96,4.91,4.93,4.93,4.84,4.74,2,2.29,234
0,0,0.95,0,1.0,1,1,0,1,186.0,1,1,1.0,1.0,0,1.0,1,1.0,30.0,90,30.0,1125.0,1,60,90,365,0.0,0,5.0,5.0,5.0,4.88,4.96,4.98,4.92,1,1.4,261
0,0,0.95,0,1.0,1,1,0,0,139.0,1,1,1.0,3.0,0,1.0,1,1.0,4.0,365,4.0,1125.0,1,60,90,365,0.0,0,4.8,4.76,4.85,4.85,4.88,4.83,4.78,1,1.19,389
1,1,1.0,1,1.0,1,1,0,1,285.0,1,0,1.0,1.0,1,1.5,2,3.0,3.0,28,3.0,28.0,1,55,85,253,19.0,2,4.91,4.83,4.93,4.98,4.98,4.85,4.85,1,1.51,143
1,1,1.0,1,,1,1,0,1,159.0,1,1,1.0,3.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,1,47,77,344,15.6,5,4.97,4.95,4.99,4.98,4.98,4.98,4.93,1,1.8,126
1,0,0.99,1,1.0,1,1,1,1,296.0,1,0,22.0,38.0,0,2.5,2,2.0,3.0,1125,5.1,1125.0,1,35,59,305,6.0,1,5.0,5.0,5.0,4.95,4.95,5.0,4.91,3,0.65,283
1,1,0.98,1,1.0,1,1,0,0,85.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,5,1.0,1125.0,0,0,0,127,43.0,2,4.82,4.92,4.83,4.94,4.94,4.84,4.83,1,3.6,24
1,1,1.0,1,1.0,1,1,0,1,109.0,1,0,3.0,4.0,0,2.0,2,2.0,30.0,1125,30.0,1125.0,1,35,35,139,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.12,119
1,1,0.83,1,1.0,1,1,0,1,90.0,1,0,1.0,1.0,1,2.5,3,2.0,30.0,1125,30.0,1125.0,1,55,85,360,7.0,1,4.92,4.96,4.99,4.92,4.97,4.9,4.93,1,2.1,23
1,1,0.65,0,1.0,1,1,0,1,375.0,1,0,2.0,2.0,1,2.0,3,3.0,3.0,30,3.0,30.0,1,44,74,329,8.0,0,4.97,5.0,4.97,4.94,4.94,4.9,4.77,2,0.96,199
0,0,0.95,0,1.0,1,1,0,1,133.0,1,0,2.0,3.0,0,1.0,1,1.0,1.0,30,1.4,1125.0,0,28,53,121,15.6,4,4.98,5.0,4.95,4.97,4.98,4.95,4.88,1,1.8,10
1,1,0.99,1,,1,1,0,1,175.0,1,1,32.0,46.0,0,1.0,2,2.0,2.0,365,3.0,1125.0,1,46,76,348,15.0,1,4.93,4.98,4.91,4.96,4.94,4.91,4.85,3,1.64,242
1,1,1.0,1,1.0,1,1,0,1,188.0,1,1,21.0,25.0,0,2.5,2,2.0,2.0,1125,30.0,1125.0,0,7,37,309,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1.42,11
1,1,1.0,1,1.0,1,0,1,1,196.0,1,0,2.0,3.0,1,2.5,3,2.0,2.0,1125,2.0,1125.0,1,39,69,152,18.0,2,5.0,5.0,4.97,4.97,4.97,4.85,4.88,1,1.04,64
1,1,1.0,0,1.0,1,1,1,1,188.0,1,1,3.0,3.0,1,2.5,3,3.0,2.0,1125,13.8,1125.0,0,29,59,330,13.0,3,5.0,4.98,5.0,5.0,5.0,4.91,4.89,2,1.43,26
1,1,1.0,1,,1,1,0,1,170.0,1,0,1.0,1.0,1,3.0,3,3.0,30.0,365,30.0,365.0,1,60,90,286,4.0,0,4.93,4.93,4.93,5.0,5.0,4.93,4.8,1,0.48,302
1,1,1.0,0,1.0,1,1,1,1,450.0,1,0,1.0,1.0,1,2.0,3,3.0,30.0,365,30.0,365.0,1,59,89,364,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.65,254
1,0,0.99,1,,1,1,0,1,104.0,1,1,6.1,8.6,1,2.5,3,4.0,30.0,365,30.0,1125.0,0,19,49,324,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.9,11,0.1,346
1,1,0.97,1,1.0,1,1,1,1,208.0,1,0,3.0,3.0,0,2.5,2,2.0,2.0,1125,2.0,1125.0,0,3,3,51,14.0,0,4.91,4.95,4.95,5.0,5.0,4.91,4.86,1,0.99,402
0,0,0.85,0,1.0,1,1,1,1,265.0,1,0,1.0,1.0,1,2.0,3,3.0,2.0,14,2.0,14.0,0,0,0,148,7.0,0,4.9,4.95,4.8,4.9,4.95,4.95,4.7,1,0.67,212
1,1,0.5,0,1.0,1,1,0,1,145.0,1,0,1.0,1.0,1,2.5,3,2.0,30.0,90,30.0,90.0,1,59,89,234,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.24,430
0,0,0.95,0,,1,1,0,1,211.0,1,1,1.0,2.0,0,1.0,2,4.0,30.0,365,30.0,365.0,0,0,0,93,0.0,0,4.8,5.0,4.83,4.97,4.91,5.0,4.8,1,1.6,353
1,1,1.0,1,1.0,1,1,0,1,122.0,1,1,2.0,2.0,1,1.0,2,3.0,1.0,30,1.0,1125.0,1,41,71,71,15.6,4,4.97,4.95,4.96,4.9,4.98,4.92,4.89,2,1.8,159
1,1,0.98,1,1.0,1,1,0,1,182.0,1,0,1.0,2.0,0,1.0,2,2.0,1.0,365,1.0,1125.0,1,35,60,330,43.0,3,4.98,4.97,4.99,5.0,4.99,5.0,4.88,1,3.67,446
1,1,0.97,1,1.0,1,1,0,1,113.0,1,0,1.0,1.0,0,1.0,1,3.0,3.0,1125,3.0,1125.0,0,11,11,135,24.0,0,4.95,4.93,4.95,4.93,4.97,4.98,4.84,1,2.92,12
1,1,0.97,1,1.0,1,1,0,1,163.0,1,1,3.0,5.0,1,2.0,3,3.0,1.0,365,1.0,1125.0,1,38,68,327,14.0,2,4.93,4.91,4.96,4.93,4.91,4.82,4.82,2,1.41,95
1,1,1.0,0,1.0,1,1,0,1,182.0,1,1,1.0,1.0,1,2.5,3,4.0,2.0,31,2.0,1125.0,0,19,35,101,39.0,5,4.96,4.96,4.98,4.99,4.94,4.83,4.86,1,2.59,38
1,1,0.94,1,1.0,1,1,1,1,500.0,1,0,1.0,1.0,1,2.0,4,4.0,3.0,45,3.0,45.0,0,31,61,301,10.0,2,5.0,5.0,4.98,5.0,5.0,4.98,4.74,1,1.6,144
1,1,1.0,1,1.0,1,0,1,1,201.0,1,1,1.0,1.0,1,1.0,2,3.0,2.0,365,2.0,1125.0,1,33,63,331,27.0,3,4.88,4.93,4.92,4.92,5.0,4.95,4.73,1,2.5,200
1,1,1.0,1,1.0,1,1,0,1,188.0,1,0,2.0,2.0,1,1.0,1,3.0,2.0,30,2.0,1125.0,1,30,30,30,20.0,1,4.98,4.98,4.99,4.9,4.95,4.94,4.88,2,2.57,52
1,1,0.94,1,1.0,1,1,1,1,294.0,1,0,1.0,1.0,1,2.5,3,3.0,3.0,14,3.0,14.0,0,26,56,323,10.0,0,5.0,5.0,4.98,5.0,5.0,4.95,4.84,1,1.45,18
1,1,1.0,1,1.0,1,1,1,1,250.0,1,1,1.0,1.0,1,2.0,3,3.0,3.0,60,3.0,1125.0,0,27,57,313,28.0,1,4.97,5.0,5.0,5.0,5.0,4.98,4.95,1,2.29,145
1,1,0.93,0,1.0,1,1,0,0,42.0,1,0,9.0,14.0,0,1.5,1,1.0,27.0,120,27.0,1125.0,0,29,29,66,1.0,0,4.93,4.93,4.93,4.93,5.0,4.87,4.8,8,0.5,306
1,1,0.93,0,1.0,1,1,0,0,59.0,1,0,9.0,14.0,0,1.5,1,1.0,28.0,90,28.0,1125.0,1,49,60,150,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,0.31,305
0,0,0.95,0,1.0,1,0,0,1,175.0,1,0,1.0,1.0,0,1.0,2,2.0,2.0,365,2.0,365.0,1,57,87,356,38.0,3,4.99,4.99,5.0,4.97,5.0,4.99,4.89,1,3.36,203
1,1,1.0,0,,1,1,0,1,144.0,1,0,18.0,20.0,1,2.0,2,3.0,2.0,1125,2.0,1125.0,1,41,60,331,22.0,2,4.96,4.96,4.97,4.89,4.97,4.96,4.86,11,3.0,74
1,1,1.0,1,1.0,1,1,0,1,215.0,1,0,2.0,2.0,0,1.0,1,2.0,2.0,32,2.0,1125.0,0,0,0,97,20.0,2,4.98,5.0,4.93,4.99,4.99,4.96,4.88,2,2.93,27
0,0,1.0,0,1.0,1,1,0,1,160.0,1,0,1.0,1.0,0,1.0,1,1.0,30.0,365,30.0,1125.0,1,53,83,173,1.0,0,4.8,4.9,4.88,4.92,4.88,4.86,4.65,1,1.73,46
1,1,0.98,1,1.0,1,1,0,1,112.0,1,1,1.0,1.0,0,1.5,2,3.0,3.0,365,3.3,1125.0,0,30,60,60,33.0,4,4.9,4.91,4.91,4.95,4.97,4.85,4.93,1,3.63,356
1,1,1.0,1,1.0,1,1,1,1,167.0,1,1,2.0,6.0,1,2.5,3,3.0,30.0,365,30.0,365.0,0,37,60,60,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.05,192
1,0,1.0,1,1.0,1,1,0,1,800.0,1,1,6.1,8.6,1,3.5,3,3.0,1.0,1125,2.8,120.7,1,43,64,316,9.0,0,5.0,4.94,5.0,4.94,4.81,5.0,4.75,3,0.56,479
1,1,0.98,1,1.0,1,1,1,1,198.4130841,1,1,6.0,7.0,1,2.1,4,2.6,2.0,365,2.0,365.0,0,0,0,0,9.0,0,4.97,4.97,4.88,5.0,4.84,4.94,4.88,1,1.12,378
1,1,1.0,1,1.0,1,0,0,1,150.0,1,0,1.0,2.0,0,1.0,2,2.0,3.0,1125,2.4,1125.0,0,16,39,129,19.0,0,5.0,4.98,5.0,5.0,5.0,4.98,4.98,1,1.68,210
1,1,1.0,1,,1,1,0,1,177.0,1,0,1.0,3.0,0,1.0,1,2.0,2.0,730,2.0,730.0,0,32,59,315,49.0,2,4.97,4.97,4.86,4.97,4.98,4.97,4.88,1,4.48,206
1,1,0.98,1,1.0,1,1,0,1,130.0,1,1,1.0,1.0,1,2.0,2,3.0,1.0,365,4.1,1125.0,1,53,83,352,17.0,2,4.84,4.9,4.94,4.93,4.88,4.9,4.75,1,2.33,296
1,1,1.0,1,1.0,1,1,0,1,100.0,1,0,1.0,1.0,0,1.0,1,2.0,2.0,1125,2.0,1125.0,1,42,72,344,49.0,0,4.98,5.0,4.99,5.0,5.0,4.98,4.95,1,3.99,519
1,1,1.0,1,1.0,1,0,0,1,120.0,1,0,1.0,1.0,0,1.0,1,1.0,2.0,120,2.0,1125.0,1,42,64,154,45.0,2,4.96,4.99,4.99,4.96,4.96,4.94,4.89,1,4.73,180
0,1,0.77,1,0.0,1,1,0,1,115.0,1,0,2.0,3.0,1,2.5,2,3.0,30.0,1125,30.0,1125.0,1,55,56,146,1.0,1,5.0,5.0,4.9,5.0,5.0,5.0,5.0,1,0.07,278
1,1,1.0,1,1.0,1,1,0,1,175.0,1,1,1.0,1.0,0,1.0,1,1.0,1.0,365,1.3,1125.0,1,51,81,356,45.0,1,5.0,4.99,4.99,4.95,5.0,4.93,4.96,1,2.66,545
1,1,0.99,1,1.0,1,1,1,1,176.0,1,1,2.0,2.0,1,1.0,2,3.0,1.0,365,1.0,365.0,1,40,70,340,55.0,5,4.9,4.79,4.88,4.92,4.94,4.84,4.9,2,4.93,448
1,1,0.99,1,1.0,1,1,1,1,306.0,1,1,2.0,2.0,1,2.0,5,2.3,1.0,365,1.0,365.0,1,49,77,332,38.0,4,4.9,4.83,4.83,4.99,4.94,4.85,4.62,2,3.97,447
1,1,1.0,0,1.0,1,1,0,1,271.0,1,0,1.0,1.0,1,1.0,3,3.0,1.0,1125,1.0,1125.0,1,33,62,331,18.0,0,4.98,4.95,4.98,4.94,4.98,4.86,4.85,1,2.81,291
1,1,1.0,1,1.0,1,1,0,1,99.0,1,1,4.0,4.0,0,1.0,1,1.0,1.0,365,1.0,1125.0,0,31,46,300,61.0,5,4.98,5.0,4.99,4.93,5.0,4.98,4.87,3,4.93,433
1,1,1.0,1,1.0,1,1,1,1,349.0,1,0,1.0,1.0,1,2.0,3,4.0,2.0,28,2.0,1125.0,1,36,66,318,29.0,1,5.0,4.98,5.0,5.0,5.0,4.97,4.94,1,2.25,166
1,1,0.96,1,1.0,1,1,0,0,63.0,1,0,1.0,4.0,0,1.0,1,1.0,1.0,1125,1.1,1125.0,1,43,70,88,15.6,4,4.96,4.97,4.98,4.92,4.98,4.89,4.89,1,1.8,152
1,0,1.0,1,1.0,1,1,0,1,245.0,1,1,6.1,8.6,0,1.0,1,1.0,1.0,1125,3.0,48.5,1,59,89,364,10.0,1,4.9,4.79,4.83,4.79,4.79,4.83,4.9,3,0.84,468
1,1,0.98,0,1.0,1,1,1,1,250.0,1,1,1.0,1.0,1,2.0,3,2.3,3.0,1125,1.0,1125.0,1,39,69,341,28.0,1,4.97,4.97,4.98,5.0,4.98,4.95,4.91,1,2.21,540
0,1,1.0,0,1.0,1,1,1,1,110.0,1,0,1.0,2.0,0,1.0,1,1.0,30.0,365,30.0,365.0,0,32,62,248,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,1.0,108
1,1,1.0,0,1.0,1,1,0,1,197.0,1,1,6.1,8.6,1,1.0,2,2.0,2.0,1125,2.7,71.1,1,45,75,350,15.0,1,4.9,4.9,4.9,4.9,5.0,4.9,4.9,3,1.6,417
1,1,0.99,0,1.0,1,1,0,1,198.4130841,1,1,10.0,12.0,1,2.1,3,2.6,3.0,28,3.2,1125.0,0,11,11,11,17.0,0,4.95,4.98,5.0,4.93,5.0,4.88,4.81,2,1.57,485
1,1,1.0,0,,1,1,0,1,105.0,1,0,18.0,20.0,1,2.0,2,4.0,30.0,365,30.0,1125.0,1,60,90,365,0.0,0,4.92,4.96,4.92,4.94,4.98,4.86,4.84,11,1.75,300
1,0,1.0,1,0.0,1,0,0,1,164.0,1,1,1.0,1.0,1,2.5,3,4.0,2.0,1125,2.0,1125.0,0,27,57,323,38.0,2,4.82,4.91,4.89,4.82,4.77,4.78,4.73,1,3.29,392
1,1,0.95,1,,1,1,1,1,339.0,1,0,1.0,1.0,0,2.0,2,2.0,2.0,30,2.0,1125.0,0,15,15,109,12.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.9,1,1.12,173
1,0,0.99,0,1.0,1,0,0,1,137.0,1,1,6.1,8.6,0,1.0,1,1.0,2.0,1125,2.1,1125.0,0,19,26,288,12.0,0,4.81,4.88,4.91,4.9,4.81,4.91,4.72,12,1.16,455
1,1,1.0,1,1.0,1,1,0,1,105.0,1,1,3.0,4.0,0,1.0,2,2.0,28.0,60,4.8,1125.0,0,39,69,159,18.0,1,4.86,4.87,4.9,4.96,4.96,4.94,4.79,3,2.5,548
1,1,1.0,0,1.0,1,0,0,1,141.0,1,0,2.0,2.0,1,2.0,2,3.0,1.0,730,2.0,1125.0,1,43,73,343,19.0,1,4.91,4.92,4.86,4.85,5.0,4.97,4.79,1,2.38,301
1,1,1.0,1,1.0,1,1,0,1,154.0,1,0,1.0,1.0,1,2.5,3,4.0,1.0,1125,1.0,1125.0,0,28,48,258,65.0,1,4.95,4.98,4.84,4.89,4.94,4.86,4.83,1,4.26,33
1,1,1.0,0,1.0,1,1,1,1,165.0,1,1,6.1,8.6,0,1.0,1,1.0,2.0,1125,2.7,93.9,1,48,72,347,23.0,4,4.9,4.88,4.92,4.9,5.0,4.94,4.7,3,1.9,416
1,0,1.0,1,1.0,1,1,0,1,300.0,1,1,6.1,8.6,0,2.0,2,3.0,1.0,1125,2.6,225.1,1,37,67,294,19.0,2,4.96,4.87,4.83,4.83,4.87,4.78,4.65,3,0.92,268
1,1,0.99,1,1.0,1,1,0,1,124.0,1,1,15.0,28.0,0,1.0,1,2.0,2.0,365,2.0,365.0,1,57,87,358,48.0,5,4.96,4.96,4.98,4.96,4.96,4.96,4.83,5,3.48,168
1,1,1.0,1,1.0,1,1,0,1,89.0,1,0,9.0,13.0,0,1.0,0,1.0,2.0,365,2.0,1125.0,1,46,70,70,47.0,2,4.94,4.96,4.89,4.92,4.98,4.9,4.8,5,5.33,185
1,0,0.99,1,,1,1,0,1,165.0,1,1,6.1,8.6,0,1.0,1,2.0,1.0,365,2.2,1125.0,1,46,76,351,7.0,0,4.9,4.87,4.87,4.8,4.93,4.87,4.9,11,0.57,307
1,1,0.99,1,,1,1,0,1,195.0,1,1,32.0,46.0,1,2.0,2,3.0,3.0,365,2.9,1125.0,1,57,85,85,13.0,0,4.95,5.0,4.95,5.0,4.97,4.92,4.84,3,1.52,202
1,1,1.0,1,1.0,1,1,0,1,220.0,1,1,1.0,1.0,1,1.5,2,2.0,2.0,365,2.0,1125.0,0,12,42,314,13.0,0,4.87,4.83,4.83,4.91,4.96,4.9,4.9,1,0.9,441
1,1,1.0,1,1.0,1,1,0,0,149.0,1,0,1.0,1.0,0,1.0,1,1.0,1.0,27,1.0,1125.0,0,5,5,5,27.0,1,4.98,4.98,5.0,5.0,4.98,5.0,4.87,1,2.61,85
1,1,0.98,1,,1,1,0,1,215.0,1,0,17.0,19.0,1,2.0,3,3.0,2.0,1125,1.7,1125.0,0,38,68,339,10.0,2,4.94,4.94,4.92,4.98,4.96,4.96,4.88,10,1.88,321
1,1,1.0,1,1.0,1,1,0,1,141.0,1,0,1.0,1.0,0,1.0,1,1.0,3.0,30,3.0,1125.0,0,6,6,6,34.0,1,4.94,4.96,4.97,4.96,4.99,5.0,4.9,1,3.01,164
1,1,1.0,1,1.0,1,1,0,1,150.0,1,1,1.0,1.0,0,1.0,2,2.0,2.0,30,3.2,1125.0,0,44,64,150,37.0,3,5.0,5.0,5.0,4.95,5.0,4.99,4.91,1,3.05,256
1,1,0.99,1,1.0,1,1,1,1,147.0,1,0,6.0,11.0,0,1.0,2,2.0,2.0,14,2.1,14.0,0,38,38,38,17.0,2,4.95,4.97,4.85,4.97,4.85,4.92,4.92,1,1.52,434
0,0,0.95,0,0.0,1,1,0,1,166.0,1,0,2.0,2.0,0,1.0,1,2.0,2.0,30,2.0,1125.0,1,60,75,239,23.0,3,4.93,4.95,5.0,4.93,5.0,4.93,4.82,2,1.89,400
1,1,1.0,0,1.0,1,1,0,0,198.4130841,1,0,4.0,4.0,0,2.1,1,2.6,2.0,90,2.0,1125.0,1,33,33,33,10.0,2,4.91,4.94,4.97,4.81,4.91,4.88,4.81,4,1.29,153
1,1,1.0,0,1.0,1,1,0,1,198.4130841,1,0,4.0,4.0,1,2.1,5,2.6,5.0,90,5.0,1125.0,0,0,0,0,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,4,2.1,121
1,1,1.0,1,1.0,1,1,1,1,174.0,1,1,10.0,10.0,1,1.5,3,4.0,2.0,80,2.0,1125.0,1,42,68,326,49.0,4,4.89,4.85,4.86,4.85,4.95,4.97,4.78,1,3.92,275
1,1,1.0,0,1.0,1,1,1,1,229.0,1,0,2.0,3.0,0,2.5,2,2.0,28.0,185,28.0,185.0,1,59,89,269,2.0,1,5.0,5.0,5.0,5.0,5.0,4.78,4.89,2,0.4,293
