,Unnamed: 0,    last_scraped,source,name,description,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,amenities,price,has_availability,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
232,232,9/11/2024,city scrape,Olive House - downtown retreat,"Look no further for the perfect base for your Bozeman adventure! Situated a 10-15 minute stroll from the heart Main Street, you'll have easy access to some of Bozeman's best eateries, trails, bars, and stores - plus groceries and coffee within 2 blocks.<br />Bozeman STR Permit number: STR23-00123",Orlando,28/06/2013,"Bozeman, MT",I really enjoy hosting and creating spaces that feel inviting and make trips even more special.,within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""TV"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Fast wifi \u2013 110 Mbps"", ""Washer"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",127,t,26/11/2021,7/10/2024,t,3,4,4,1,2,2,3,180,4.6,1125,17,47,77,167,37,0,4.92,4.94,4.96,4.96,4.96,4.96,4.86,3,3.89
233,233,9/11/2024,city scrape,Brightly remodeled home walking distance to town.,Keep it simple at this peaceful and centrally-located place.  Close to everything.,Julie,9/10/2014,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within a day,100%,1,f,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Mountain view"", ""Indoor fireplace"", ""Drying rack for clothing"", ""Lockbox"", ""First aid kit"", ""Room-darkening shades"", ""TV"", ""Long term stays allowed"", ""Sonos  sound system"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fireplace guards"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Kenmore Elite  refrigerator"", ""Organic  body soap"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Mini fridge"", ""Coffee"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Oribe  conditioner"", ""Gas stainless steel gas stove"", ""Air conditioning"", ""Shampoo"", ""Exercise equipment: free weights, yoga mat"", ""Kitchen"", ""Ethernet connection""]",185,t,2/1/2022,30/04/2024,f,1,1,6,3,4,2.3,30,120,30,120,8,31,31,254,1,0,5,5,5,5,5,5,4.67,1,0.09
234,234,9/11/2024,city scrape,Access to all things Bozeman - with indoor parking,"Location is always key!<br /><br />Easy access to skiing, fishing, or even Yellowstone National Park. Walk to dining establishments, bars, or wine venues. Relax on the balcony or inside with views of the Bridger Mountains. <br /><br />Brand new, secure building and indoor parking with high quality finishes creating a Western Americana feel. <br />Breakfast at many options downtown and if pizza is in order for dinner national or homegrown options are available for delivery.  High-end diners, ice cream ships and bakeries",Jason,26/06/2019,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,1,t,"['email', 'phone']",t,f,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Stove"", ""TV"", ""Cleaning products"", ""Bed linens"", ""City skyline view"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Elevator"", ""Washer"", ""Central heating"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Ethernet connection""]",175,t,7/11/2021,26/10/2024,t,3,4,4,1,1,2,3,365,3,365,0,0,0,0,19,2,4.93,4.95,4.91,4.89,4.95,4.93,4.81,2,1.56
235,235,9/11/2024,city scrape,Bozeman Prairie Craftsman,"Enjoy a stylish experience at this centrally located home near historic Downtown Bozeman.  Perfect for your jumping off spot for Big Sky, Lone Mountain and Bridger skiing.   Central to both the north and southwest entrances to Yellowstone Nat’l Park. Multiple rivers for fishing near. <br /><br />Only a few miles to MSU and d’town Bozeman with all the charm of a small historic town. Enjoy dining, and shopping <br /><br />Walking path (on property) to community trails, parks, sledding hill with  Mountain View’s",Mark,16/09/2021,"Bozeman, MT","Originally from Atlanta, Georgia now retired and splitting our time between Bozeman and Atlanta and traveling the world 

My wife, Laura and I have two grown kids. We love to travel and spend time enjoying the many outdoor activities Bozeman and southwest Montana offer

We hope you enjoy our home and Montana!",within an hour,100%,0.77,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""65 inch HDTV with Apple TV, Amazon Prime Video, Hulu, Netflix"", ""Wifi \u2013 32 Mbps"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Private entrance"", ""TBD shampoo"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Rice maker"", ""Outdoor furniture"", ""Mountain view"", ""Cleaning available during stay"", ""Clothing storage: walk-in closet and closet"", ""Whirlpool  refrigerator"", ""TBD body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Whirlpool gas stove"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Private backyard \u2013 Not fully fenced"", ""Park view"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Bikes"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Mini fridge"", ""Hot water"", ""Ceiling fan"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Valley view"", ""Private patio or balcony"", ""Keypad"", ""Kitchen""]",325,t,4/10/2021,25/10/2024,t,1,1,8,2.5,4,4,2,180,2,1125,15,17,17,125,8,2,4.97,4.95,4.92,4.97,4.97,5,4.92,1,1.01
236,236,9/11/2024,previous scrape,"Access Friendly Location. Airport, MSU & Trails","Bring the whole family (plus pet) for your basecamp in Bozeman. Ideally located near MSU, Yellowstone National Park and the airport for your work commute. <br /><br />This spacious property offers an abundance of space for spreading your luggage out in each bedroom (3). A full kitchen is provided with use of pots, pans, Ninja blender, cast iron pans and more. High speed internet is included along with free parking.<br /><br />This is a non-smoking household. Please enjoy at a near park and not in or at the house.",Stephanie,13/02/2019,"Bozeman, MT","Avid outdoor enthusiast making the most out of exploring Montana and opening my doors to help you do the same! As a Bozeman resident for just over 3 years, originally hailing from the Great Lakes state of Michigan, I'm driven to put many miles in by foot, bike, skis and water ways. The state boasts incredible recreational opportunities with two spectacular National Parks and countless National Forests. Reach out as I'm always happy to recommend lovely meandering trails or delicious food around the area. ",within a day,98%,1,t,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Frigidaire stainless steel electric stove"", ""Wifi"", ""Blender"", ""Mountain view"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Portable air conditioning"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Exercise equipment: free weights, yoga mat"", ""Kitchen""]",198.4130841,t,26/10/2021,30/08/2024,t,1,2,6,2.1,3,2.6,1,3,1,1125,0,0,0,0,8,0,4.9,4.88,4.9,4.88,4.9,4.86,4.75,1,1.38
237,237,9/11/2024,city scrape,Private 2 Bedroom Suite - Near Downtown & MSU,"Base your Bozeman stay at our private, clean, cozy, bright, and convenient 2 queen bedroom/1 bath BASEMENT suite in our 1950s home near Downtown and MSU.  We can host up to 4 guests. 2 desks, WiFi, 2 Smart Roku TVs, laundry, linens & toiletries. Efficient kitchen and dining area.<br />Off street parking and separate guest entrance with keypad.<br />Near restaurants, breweries, coffee shops and more!<br />Minutes to downtown 5, MSU 5, Bridger Bowl 25, Big Sky 55, BZN airport 20.",Dylan,7/9/2012,"Bozeman, MT","Sarah and I love living in Bozeman but also like to travel and adventure throughout the western US and the world, often on bikes. At home we spend our free time outdoors hiking, running, riding mountain and gravel bikes in the summer and nordic skiing, snow biking, and ice climbing in the winter. When traveling we prioritize exploration and adventures.

As hosts we welcome you and try hard to provide a clean, comfortable, convenient, and affordable base for your Bozeman visit and adventures. We are happy to share years of local knowledge about fun things to do in the Bozeman area including hiking, skiing, backpacking, ice climbing, mountain-biking, visiting Yellowstone National Park, and places to shop or eat around town. ",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire guest suite,Entire home/apt,"[""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""EV charger - level 1"", ""Outdoor dining area"", ""Microwave"", ""39 inch HDTV with Roku"", ""Books and reading material"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Outdoor furniture"", ""Drying rack for clothing"", ""Summit induction stove"", ""Exterior security cameras on property"", ""Free driveway parking on premises \u2013 2 spaces"", ""First aid kit"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Fast wifi \u2013 222 Mbps"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Clothing storage: closet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Haier refrigerator"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",110,t,17/12/2021,1/11/2024,f,1,1,4,1,2,2,1,28,1.1,28,19,33,33,33,52,1,4.97,4.98,5,4.98,4.99,4.95,4.92,1,1.8
238,238,9/11/2024,city scrape,Quiet 1-Bedroom guest suite with hot tub access!,"Keep it simple at this upscale, peaceful and centrally-located guest apartment located right off Bridger Creek golf course. Close to town but with Mountain Views. Lots of nearby trails. Very expansive closet space. The guest suite was just finished December of 2021.<br />You’ll have a private entryway, where washer and dryer is located but is shared with family but separated by doors.",Tiera,8/6/2015,"Bozeman, MT","My name is Tiera and we are a family of five! We are from Montana! We are easy going, fun, and always respectful.",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire guest suite,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Hangers"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Microwave"", ""Free washer \u2013 In building"", ""Wifi"", ""Mountain view"", ""Clothing storage: walk-in closet and closet"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""50 inch HDTV"", ""Portable  electric stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Private hot tub"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Free dryer \u2013 In building"", ""Dishes and silverware"", ""Dedicated workspace"", ""Central heating"", ""Iron"", ""Mini fridge"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Crabtree & Evelyn body soap"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",71,t,10/10/2021,24/10/2024,t,1,2,3,1,1,2,2,1125,2,1125,19,31,31,293,38,2,4.84,4.9,4.91,4.91,4.86,5,4.72,1,2.1
239,239,9/11/2024,city scrape,"King Bed, Workstation, & Fast WiFi","Digital Nomad Dream Apartment <br /><br />This 1 bedroom / 1 bath apartment is right smack dab in the middle of Bozeman. 1.2 miles to Downtown, 3.4 miles to the hospital, 17 miles to Bridger Bowl, and 44 miles to Big Sky<br /><br />100mbps WiFi + desk & ergonomic chair + 21"" Monitor with HDMI port  <br /><br />All utilities included and no chores required. You will be able to relax! <br /><br />Very private and quiet. No shared walls with neighbors. <br /><br />Free Parking right outside your door. <br /><br />In-unit washer + dryer.<br /><br />Central Heat/AC.",Cooper,18/07/2020,"Bozeman, MT","Hi there! My name is Cooper and I grew up in the lowcountry of South Carolina. I developed a love for the outdoors at a very young age and enjoy hiking, mountain biking, and anything on the water. 

I work remote for a software company you have probably used before and love the flexibility it gives me in terms of work locations / home offices. I have been to 32+ countries and want to keep adding to my list. What is your favorite country? 

When I travel I prefer to stay for longer visits to spread my roots into the local communities. 28+ day stays are my speciality so all of my units are equipped for mid term stays. Think standup desks, fast wifi, everything you need to cook, and welcoming spaces.

Making sure you have a smooth check in and the ability to ask any questions during your stay is my #1 priority. ",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Mountain view"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Room-darkening shades"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Bed linens"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Oven"", ""Iron"", ""Fast wifi \u2013 217 Mbps"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""51 inch HDTV with Fire TV"", ""Hot water"", ""Indoor fireplace: electric"", ""Conditioner"", ""Electric stove"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",187,t,4/12/2021,7/9/2024,f,3,5,2,1,1,1,30,365,30,1125,30,60,90,328,5,0,5,5,4.93,4.93,5,4.93,4.64,1,0.39
240,240,9/11/2024,city scrape,Modern Midtown Loft,"Welcome to our modern, pet-friendly condo, located upstairs from a popular social club and BBQ restaurant. The walls are soundproof, so you can relax in peace. Enjoy 360 views from the rooftop. The condo is perfectly situated for quick access to downtown and within walking distance to the new Elm concert venue, restaurants, breweries, and more. With the modern amenities, our condo is the perfect home base for your next vacation or business trip. Come experience all our vibrant city has to offer!",Jamie And Luke,28/09/2021,"Bozeman, MT","My parents, sister and 2 kids and myself are coming for vacation! We’ve been to Tamarindo already and excited to stay on the beach this time. Thanks!",within an hour,100%,1,t,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: walk-in closet and closet"", ""First aid kit"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Essentials"", ""Coffee maker: french press"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Window guards"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Gas stove"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Hot water"", ""Ceiling fan"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen"", ""Ethernet connection""]",194,t,15/01/2022,13/10/2024,t,1,2,4,2,2,2,3,1125,3,1125,30,56,86,255,19,1,4.9,4.95,4.9,4.95,4.95,4.87,4.82,1,1.75
241,241,9/11/2024,previous scrape,"3 bedroom,Top Floor blocks from downtown","This is the place, 5th and Beall area, downtown Bozeman, comfortable spacious apartment. Super fast WIFI, everything new and remodeled. See  5thandBeall for things to do. Experience all the Bozeman has to offer, Mother Nature by day, downtown fun at night. This remodeled 3 bedroom apartment has an open feel with lots of light yet very cozy. Hit the slopes at Big Sky or Bridger, day trip to Yellowstone National Park. This is the perfect Montana home base for the adventurous!",Dan,4/11/2020,"Bozeman, MT","I am a real estate broker in the Bozeman / Big Sky area. Have lived in Bozeman for about 20 years, grew up in Scottsdale where I have a winter home. ",within an hour,100%,1,t,"['email', 'phone']",t,f,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Portable air conditioning"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",198.4130841,t,17/10/2021,18/09/2023,t,3,3,6,2.1,3,2.6,30,1125,30,1125,0,0,0,0,0,0,4.84,4.9,4.83,4.97,4.95,4.93,4.9,3,1.55
242,242,9/11/2024,city scrape,**Downtown Bozeman Historic Main Street Condo**,"On Historic Main Street, this charming condo with alley access includes: a LED fireplace, granite countertops, stainless steel appliances, fully stocked kitchen, Smart TV with surround sound, at home work station, air exchange system bringing fresh air to the windowless basement, and pictures galore providing a picturesque motif of The Speak Easy Era.  Be a local in Downtown Bozeman enjoying the luxury of walking to your favorite restaurant, coffee house, park, cultural center and music venues!",Carla,1/3/2014,"Bozeman, MT","Hi, 
Welcome to Bozeman where my husband and I have been in the hospitality industry for close to 40 years. We owned and operated a restaurant on Main Street and most recently host vacation rentals. It is truly our passion, and it is our goal to meet your expectations for your time in Bozeman. We know the area like the back of our hand and would be delighted to answer questions and guide you in the right direction:)
We look forward to hosting you in 
Montana’s Big Sky Country!",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,"[""65 inch HDTV"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Indoor fireplace"", ""Stove"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",205,t,19/12/2021,13/10/2024,f,3,3,4,1.5,2,3,3,1125,3,1125,27,53,83,355,14,1,4.82,4.77,4.98,4.95,4.95,4.9,4.69,3,1.73
243,243,9/11/2024,city scrape,Peaceful 3 bedroom condo,"The home is located on the second (top) floor of an eight unit condominium building and provides expansive views of the Bridger and Gallatin Mountains. <br /><br />Two bedrooms and an office are available for rent to one renter. The master bedroom is furnished with a king-sized bed, the second bedroom has a queen size bed. Both have night stands and lamps.  A third bedroom is  set up as on office but could be used as a bedroom. <br /><br />The listing is for exclusive use of the unit and associated parking.",Dave,2/4/2015,"Issaquah, WA","We are an active family, and Dave and I, along with our adult children are often hiking, skiing, running or swimming.  We have wonderful neighbors and a lovely area that we enjoy sharing with our Airbnb guests.",within an hour,100%,0.33,f,"['email', 'phone']",t,t,Bozeman,Private room in condo,Private room,"[""Refrigerator"", ""Hangers"", ""Free parking on premises"", ""Clothing storage"", ""Drying rack for clothing"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Cleaning products"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Self check-in"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Washer"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",98,t,10/11/2021,25/07/2022,f,1,2,4,1,2,2,30,120,30,120,27,57,87,87,0,0,5,5,5,5,5,5,5,1,0.05
244,244,9/11/2024,city scrape,Downtown Bozeman Main Street Suite,"This 2nd floor brick lined presidential suite offers a 1,000 sq ft loft on Main Street.  See pictures of two curtained sleeping areas, a gas fireplace, high ceilings, stocked kitchenette with microwave, toaster & air fryer for preparing food, stone bathroom, formal dining area & living room. Out your front door find historic buildings housing cultural centers, live theater, music venues, coffee houses, restaurants and retail stores. Next to the historic Baxter Hotel there is easy access to I-90.",Carla,1/3/2014,"Bozeman, MT","Hi, 
Welcome to Bozeman where my husband and I have been in the hospitality industry for close to 40 years. We owned and operated a restaurant on Main Street and most recently host vacation rentals. It is truly our passion, and it is our goal to meet your expectations for your time in Bozeman. We know the area like the back of our hand and would be delighted to answer questions and guide you in the right direction:)
We look forward to hosting you in 
Montana’s Big Sky Country!",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Wifi"", ""Blender"", ""Indoor fireplace"", ""Paid parking garage off premises"", ""Lockbox"", ""First aid kit"", ""Body soap"", ""Room-darkening shades"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""50 inch HDTV with Disney+, Hulu, Netflix"", ""Clothing storage: closet, wardrobe, and dresser"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",220,t,13/03/2022,13/10/2024,t,3,3,4,1,0,3,3,1125,3,1125,21,44,74,346,33,1,4.96,4.92,5,4.95,5,4.97,4.87,3,3.05
245,245,9/11/2024,city scrape,Mid-Century Bozeman Townhome ~ 1 Mi to Dtwn!,"Spend your next Big Sky Country vacation at this 2-bed, 1-bathroom townhome located a mile from downtown. Bozeman is an outdoor paradise, so this vacation rental is the perfect home base for fishing, hiking, or a trip to MSU. For a day trip out in the wilderness, head to Yellowstone National Park or relax at Bozeman Hot Springs and wind down with a local beer on Main Street. Complete with a work-from-home-friendly laptop desk, this home has everything you need for the ideal month-long vacation.",Evolve,24/03/2017,United States,"Hi! We’re Evolve, the hospitality team that helps you rest easy when you rent a private, professionally cleaned home from us.

We promise your rental will be clean, safe, and true to what you saw on Airbnb or we'll make it right. Check-ins are always smooth, and we're here 24/7 to answer any questions or help you find the perfect property.",within an hour,99%,0.99,f,"['email', 'phone']",t,f,Bozeman,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Blender"", ""Clothing storage"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Board games"", ""Backyard"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",82,t,26/03/2022,14/10/2024,t,6.1,8.6,4,1,2,2,30,1125,30,1125,9,39,69,344,4,1,4.9,4.9,4.9,4.9,5,5,4.9,12,0.25
