,Unnamed: 0,    last_scraped,source,name,description,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,amenities,price,has_availability,first_review,last_review,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
10,10,9/11/2024,city scrape,Bozeman House with Hottub,"Beautifully furnished 3 Bedroom home with custom made Montana furniture and hot tub.   Open floor plan ~ covered porches, view of the Bridgers.   Located  close to world class skiing &  fishing .  Close to shopping, schools & restuarants.  Home renting as a short term 6 month rental. Consideration given to two month rental . Great house for professionals or small family building or relocating to Bozeman.",Steven And Eleanor,9/4/2014,"Bozeman, MT","My husband and I are an active retired couple that enjoy traveling & doing primarily ""staycations"".  We  decided two years into retirement instead of staying in (Hidden by Airbnb) ’s to turn houses we purchased in Bozeman, Montana (our favorite place)  and Columbia , Missouri into (Hidden by Airbnb) ’s.  We love the lifestyle of living close to our families who are in different states and then renting our houses to people that need short term rentals.  We set our houses up with our guests in mind which simplifies and streamlines our living as well. We have met absolutely wonderful people along this 10 year journey and love the lifestyle. We enjoy hiking, biking, kayaking, fishing, watercolor and most of all hanging out with family.  We try to live by the motto  ""treat others as you would have them treat you"" and generally all else falls in place.",within a day,98%,0,f,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Mountain view"", ""Indoor fireplace"", ""TV with standard cable"", ""First aid kit"", ""Pets allowed"", ""Fire extinguisher"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Private hot tub"", ""Heating"", ""Washer"", ""Iron"", ""Smoke alarm"", ""Kitchen""]",140,t,1/1/2018,10/1/2024,f,2,9,3,2,4,3,30,180,30,180,8,38,62,62,0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1
11,11,9/11/2024,city scrape,The Montana Mountain Villa,"Our 1920's home sleeps 9+ has 5 bedrooms, 3 shower/baths, 5 toilets, 2 wood-burning fireplaces, 2 dining areas, a family/TV room, Sonos, an outdoor hot tub, 2 outdoor dining areas & an outdoor fireplace & 2 BBQ's, 2 front-loading washer/dryers & a 2-car heated garage.<br /><br />We ALSO have a separate entrance Loft which MIGHT be available to rent as well.  Ask if interested. It sleeps 3+ & has a full kitchen & bath, TV area & a fun indoor swing. For details see: https://www.airbnb.com/rooms/4008507",Lori,30/08/2014,"Bozeman, MT","We moved to Bozeman, Montana from Sonoma County in 2000 with a little kid, two dogs & a cat. The following decades were largely spent renovating this old 1920's home, while juggling all things young families juggle. Thankfully, things are finally slowing down.

Before joining AirBnB, we hosted international students and non-profit workers in ""The Loft"" - our  private entry guest space  - but have found hosting on AirBnB to be a great experience!",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire villa,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Books and reading material"", ""Rice maker"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Clothing storage"", ""Indoor fireplace"", ""Drying rack for clothing"", ""Stove"", ""First aid kit"", ""Body soap"", ""Coffee maker"", ""Ethernet connection"", ""Gym"", ""Bidet"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Fire pit"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Board games"", ""Wine glasses"", ""Sound system"", ""Backyard"", ""Dining table"", ""Host greets you"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Exercise equipment"", ""Cooking basics"", ""Hot tub"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",1275,t,8/10/2018,8/10/2018,f,2,2,9,1.6,5,2.3,7,120,7,120,23,53,83,358,0,0,5,5,5,5,5,5,5,2,0.01
12,12,9/11/2024,city scrape,Modern Loft-House: Big Sky Country,"House has been fully renovated, adorned with new furnishings, and features a spacious open floor plan.  Enjoy 2 Master suites and 2 additional bedrooms.  You will enjoy luxurious linens, towels and all of the extras that make it a home away from home",Ehson,2/6/2015,"Bozeman, MT",State licensed property manager.,within a day,98%,1,f,"['email', 'phone']",t,f,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Lockbox"", ""Coffee maker"", ""Long term stays allowed"", ""Fire extinguisher"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Backyard"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",165,t,18/08/2015,31/08/2024,f,1,1,8,2.5,4,4,30,1125,30,1125,30,60,90,345,2,0,4.8,4.86,4.9,4.88,4.83,4.81,4.72,1,1.43
13,13,9/11/2024,city scrape,Remote Worker's Dream,"Peaceful, clean & comfortable townhouse surrounded by trees located in town close to everything that Bozeman offers.  The home's location, layout and amenities make it an ideal retreat for the business traveler or remote worker looking for a new setting.<br />Only five minutes to downtown, you are 30 minutes (19 miles) to Bridger Bowl; 1 hour (49 miles) to Big Sky Ski Resort and an hour and a half to the Yellowstone Nat’l Park entrance in West Yellowstone (88 miles).",Janette,10/6/2015,"Bozeman, MT","Living BIG. Brave, Intentional and Grateful. That is my life motto.

I love exploring nature, hiking, viewing art, cooking and enjoying the company of good friends.  Bozeman is a great connection to all my loves.

Becoming an Airbnb host was a  venture that began after purchasing an R-Pod camper named Grace.  A way to experience new sights and new experiences. So when I am not in the peaceful surroundings of my townhouse, you will find me and Gerty, my 11 pound Brussels Griffon, enjoying the solitude of the mountains just outside the steps of Grace.",within an hour,100%,0.95,f,"['email', 'phone']",t,t,Bozeman,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Dishwasher"", ""Private backyard \u2013 Not fully fenced"", ""Dishes and silverware"", ""Dedicated workspace"", ""Single level home"", ""Heating"", ""Free washer \u2013 In unit"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Pocket wifi"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",250,t,17/06/2015,7/3/2021,f,1,2,2,2,2,2,30,1125,30,1125,27,57,87,362,0,0,4.93,5,5,5,5,4.85,4.92,1,0.13
14,14,9/11/2024,city scrape,Your Private Suite 1 block from heart of Downtown,"Spacious Suite, PRIVATE building, sleeps 4, Walk to EVERYTHING downtown, FAST internet.  Bozeman City license STR20-00361.<br />Larger than downtown hotel rooms with the same amenities.  Convenient bike/ski/luggage storage.  Off-Street Parking!  High-speed 240 volt EV charger  (NOTE! Window AC installed May 15 to September 1)<br />If you have ANY concerns about amenities or what is provided, contact us before booking.   Welcome!",Kent,2/6/2014,"Bozeman, MT","In our 70's, my wife Linda are retired from 45 year-long careers in outdoor pursuits and adventure travel.  We have been hosting since 2016.  From 1975 to 2015 we pioneered educational and adventure travel to Baja California (whale watching, sea kayaking, natural history)  China, Tibet, Argentina, Mongolia, and Uruguay on horseback.    
https://www.airbnb.com/rooms/6800497

We pay our cleaners more than $30 per hour.",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire guesthouse,Entire home/apt,"[""Coffee maker: Keurig coffee machine"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Microwave"", ""Wifi"", ""Dryer \u2013\u00a0In unit"", ""First aid kit"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Window AC unit"", ""Self check-in"", ""Shower gel"", ""Dishes and silverware"", ""Heating"", ""Free parking on premises \u2013 1 space"", ""Baby safety gates"", ""EV charger - level 2"", ""Iron"", ""Mini fridge"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Shampoo""]",154,t,31/12/2015,6/10/2024,f,1,1,4,1,1,3,2,1125,2,1125,27,57,87,355,28,0,4.91,4.94,4.84,4.98,4.97,4.99,4.82,1,3.35
15,15,9/11/2024,city scrape,Downtown Red Chair Retreat,"With the reYour own private entrance with one bedroom, one sitting room with futon couch/bed and a bathroom.  Sitting room has smart TV, bluetooth stereo.  This 2nd floor dwelling has no kitchen facilities but is located in a quiet neighborhood only 2 blocks from restaurants, shopping and nightlife in downtown Bozeman.    Bonus entry area with fridge, coffee/tea maker, filtered water.  Plenty of stocked glasses, dishes and utensils for meals that do not require cooking. -STR23-00001",Doug,23/06/2015,"Bozeman, MT","I have been a resident of Bozeman for 40 years and former Director of Marketing and Reservations at Bridger Bowl for 28 years.  I'm also an avid Nordic skier, cyclist, fly fisherman, traveler and a musician. I've cuurently combined interest in Latin percussion and travels to Cuba to do a cross-cultural music project with musicians from Santiago de Cuba and Bozeman.  I've also served on Yellowstone Country of Montana regional tourism board for many years and know the area very well.  I love food ...and I know where to find the good stuff!",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Wifi"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Air conditioning"", ""Shampoo""]",88,t,21/12/2015,21/10/2024,t,2,2,3,1,1,2,3,99,3,99,15,37,67,67,34,2,4.86,4.94,4.85,4.96,4.93,4.97,4.83,2,3.56
16,16,9/11/2024,city scrape,Heron's Nest,"Welcome to your perfect Bozeman retreat! This loft-style apartment is situated in a fantastic neighborhood, just half a block from a beautiful 5-acre park, trail system, and trout-stocked pond. Positioned above a detached two-car garage, the unit offers privacy with no shared walls and vaulted ceilings that create an open and airy atmosphere.",Sunny,1/8/2015,"Bozeman, MT","I am a Montana native, born and raised in Bozeman. I love it here and I never get tired of the breath taking mountain views.  I have been managing my own real estate rentals for over 20 years and appraising real estate here in the Gallatin Valley since 2007.  I am also a real estate broker at Starner Commercial Real Estate in Bozeman Montana.

I like to travel to warm locations. My husband and I honeymooned in Thailand and I hope to visit again someday.   My hobbies include hiking, spending time with family and working on real estate deals.   I've enjoyed being an AirBnB host and all the great people I've met along the way!



",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire guesthouse,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""56 inch HDTV with Roku"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""First aid kit"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""Smart lock"", ""Whirlpool electric stove"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Clothing storage: closet"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Wine glasses"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Fast wifi \u2013 230 Mbps"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",96,t,7/8/2015,13/09/2024,t,4,11,4,1,1,1,2,35,9.1,1125,30,32,32,36,3,0,4.84,4.94,4.87,4.97,4.97,4.88,4.78,2,0.28
17,17,9/11/2024,city scrape,Modern Farmhouse in Historic Downtown Bozeman,"Bright, modern, and tastefully appointed, this newly-built, gold-LEED house has it all. Cook in the light-flooded gourmet chef's kitchen; lounge in the beautiful backyard;  enjoy your coffee on the back terrace or stroll to Main Street in just a few minutes. <br /><br />Rest easy in this fully legal rental--we are registered with both Bozeman (Registration #17593)  and Montana. With us your travel plans are 100% secure.",Otto,23/07/2014,"Bozeman, MT","We have lived in the Bozeman area over 20 years and envisioned this dream home, which we built in 2010, as a blend of local historical architecture and modern design trends. It is our once and future primary residence, but while we're living out of state much of the year, we are ready to share our home with you. 
Sincerely, Otto & Anne",within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""High chair"", ""BBQ grill"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Baking sheet"", ""Washer"", ""Backyard"", ""Oven"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",899,t,21/09/2015,14/07/2024,t,3,3,4,1.5,2,3,3,180,3,180,0,0,0,50,2,0,4.92,4.88,4.92,4.95,4.98,4.98,4.69,1,0.58
18,18,9/11/2024,city scrape,Bozeman Getaway in Ideal Location,"Large townhouse in ideal location.  Less than 2 miles to historic downtown Bozeman.  Ride your bike to restaurants or shops.  Located in quiet golf course community, on the road to Bridger Bowl ski resort.   Mountain views; surrounded by wooded trails.  Walk to xc skiing/hiking trails, golf, ""Bozeman Beach"", Story Mill Community Park and MAP brewing.  Private deck.",Laura,28/04/2014,"Bozeman, MT",Forget not that the earth delights to feel your bare feet and the winds long to play with your hair. —Khalil Gibran,within a few hours,100%,0.75,f,"['email', 'phone']",t,t,Bozeman,Entire townhouse,Entire home/apt,"[""Shampoo"", ""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Blender"", ""Mountain view"", ""Stove"", ""First aid kit"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""EV charger"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Baby safety gates"", ""Wine glasses"", ""Backyard"", ""Dining table"", ""Oven"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""43 inch HDTV"", ""Kitchen"", ""Room-darkening shades""]",199,t,27/09/2015,17/12/2023,f,1,1,6,2.5,3,3,30,1125,30,1125,24,54,84,290,1,0,4.94,4.98,4.9,4.99,4.99,4.92,4.93,1,1.45
19,19,9/11/2024,city scrape,"Happy, Healthy, Home in the Heart of Downtown BZN!",We have over 186 five star reviews on VRBO as well as those you see here on Airbnb!<br />Bring your friends and family to this unique artsy home.  Located in Bozeman's hip North East Neighborhood.  Fully designed & remodeled with an artist's eye. Minutes walk to the heart of Main street.  Enjoy luxurious sleep on our new organic hybrid mattresses & super soft 100% bamboo sheets! We prioritize health so that your can get out and fill your days with adventure and then sink into comfort!,Pele,5/8/2014,"Bozeman, MT",I am a health coach and energy medicine practitioner and my husband a contractor. We own a successful vacation rental in downtown Bozeman. We love accommodating travelers and seek out similar experiences when we travel.,within an hour,100%,1,f,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,"[""Children\u2019s dinnerware"", ""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Outdoor dining area"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Private sauna"", ""Everyone Soap body soap"", ""Wifi"", ""Blender"", ""Mountain view"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Piano"", ""Pets allowed"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fire extinguisher"", ""Keypad"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Barbecue utensils"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Portable air conditioning"", ""Window AC unit"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Fire pit"", ""BBQ grill: charcoal, gas"", ""Baking sheet"", ""Single level home"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Gas stove"", ""Board games"", ""Baby safety gates"", ""Kitchen"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""TV with standard cable"", ""Ethernet connection""]",222,t,20/03/2016,28/10/2024,t,3,3,8,2,4,2.3,2,31,3.3,1125,17,26,44,245,25,2,4.98,4.97,4.99,4.99,5,4.98,4.89,2,1.92
20,20,9/11/2024,city scrape,Story Street Rental Apartment,"Lots of Privacy! Fenced in Courtyard and hidden deck amongst the trees will make your stay here memorable. This two story apartment boasts hardwood floors throughout, a fully stocked kitchen and a deep soaking tub in the bathroom. As a bonus, we are close to EVERYTHING!!! 3 Blocks to MSU and 8 to historic downtown Bozeman.<br /><br />The free bus service with routes to Bridger Bowl and Big Sky ski areas is 2 blocks away!<br /><br />Bozeman City Permit STR20-00146",Mary,30/08/2015,"Bozeman, MT",.,within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Stove"", ""Pets allowed"", ""Coffee maker"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Backyard"", ""Oven"", ""Iron"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",165,t,3/2/2016,10/10/2024,t,1,1,4,1,1,2,3,1125,3,1125,16,27,57,295,26,1,4.92,4.95,4.94,4.98,4.96,4.98,4.89,1,2.06
21,21,9/11/2024,city scrape,Welcome to the Bozeman Treehouse on Main Street,"On Main Street in downtown Bozeman this beautiful, spacious new condo with private heated garage overlooks Lindley Park and is walking distance to restaurants/shops and right in the heart of it all - MSU, Yellowstone and ski country (Big Sky and Bridger).  Lost SuperHost status Jan 2024 due to missing stay target by one stay due to demand of condo and limited availability.",Jenny,2/11/2014,"Bloomfield Hills, MI",We have five amazing kids were expats from the day they were born!  We love using Airb&b for our travels and hosting guests in our holiday home in the US.,within an hour,100%,1,f,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Microwave"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""First aid kit"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Hot water kettle"", ""Essentials"", ""Free residential garage on premises"", ""Stainless steel gas stove"", ""Self check-in"", ""65 inch HDTV with standard cable"", ""Indoor fireplace: gas"", ""Freezer"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Elevator"", ""Park view"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Single level home"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",290,t,24/04/2017,14/10/2024,f,1,1,5,2,2,2.3,3,1125,3,1125,25,33,61,194,7,1,4.98,4.94,4.96,4.91,4.91,5,4.81,1,0.59
22,22,9/11/2024,city scrape,Downtown Digs (3 blocks from the center of DT),"Welcome to Bozeman MT where skiing, fishing, hiking, and Yellowstone National Park are at your fingertips.  And if you are staying in Bozeman then why not stay steps from where all the buzz happens.  Our 2 bedroom 1 bath apartment is located 3 blocks from the center of downtown.  We are just steps away from restaurants, boutiques, coffee shops, theaters, and great nightlife.  Want 2 KING BEDS? Just ask and we can push the twins together! <br />NEED MORE SPACE?  ASK US ABOUT OUR HOUSE NEXT DOOR!",Jade,19/09/2015,"Bozeman, MT",Tommy and I are a young couple that both grew up in the area.  We enjoy traveling and meeting new people along the way.  When we aren't exploring the world we are in our hometown enjoying the scenery. Since we are both from the area we like to share where our favorite places to go and share our piece of paradise with the rest of the world. We a,within an hour,100%,1,t,"['email', 'phone']",t,t,Bozeman,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Portable fans"", ""Hangers"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Blender"", ""Clothing storage"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""Wifi \u2013 12 Mbps"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Bed linens"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",126,t,26/02/2017,24/10/2024,t,2,2,4,1,2,3,1,1125,1.6,1125,26,41,71,334,15.6,2,4.94,4.94,4.97,4.98,4.98,4.99,4.87,2,1.8
